"AyahText","NomSouratAr","NomSouratFr","NomSouratTraduction","DatabaseID","SuraID","VerseID","AyahTextHarakat"
كذلك نقص عليك من أنباء ما قد سبق وقد ءاتينك من لدنا ذكرا , طه , TA-HA , TA-HA   ,1,20,99,"كَذَٰلِكَ نَقُصُّ عَلَيْكَ مِنْ أَنْبَاءِ مَا قَدْ سَبَقَ ۚ وَقَدْ آتَيْنَاكَ مِنْ لَدُنَّا ذِكْرًا"
 من أعرض عنه فإنه يحمل يوم القيمة وزرا , طه , TA-HA , TA-HA   ,1,20,100,"مَنْ أَعْرَضَ عَنْهُ فَإِنَّهُ يَحْمِلُ يَوْمَ الْقِيَامَةِ وِزْرًا"
خلدين فيه وساء لهم يوم القيمة حملا , طه , TA-HA , TA-HA   ,1,20,101,"خَالِدِينَ فِيهِ ۖ وَسَاءَ لَهُمْ يَوْمَ الْقِيَامَةِ حِمْلًا"
يوم ينفخ في الصور ونحشر المجرمين يومئذ زرقا , طه , TA-HA , TA-HA   ,1,20,102,"يَوْمَ يُنْفَخُ فِي الصُّورِ ۚ وَنَحْشُرُ الْمُجْرِمِينَ يَوْمَئِذٍ زُرْقًا"
يتخفتون بينهم إن لبثتم إلا عشرا , طه , TA-HA , TA-HA   ,1,20,103,"يَتَخَافَتُونَ بَيْنَهُمْ إِنْ لَبِثْتُمْ إِلَّا عَشْرًا"
نحن أعلم بما يقولون إذ يقول أمثلهم طريقة إن لبثتم إلا يوما , طه , TA-HA , TA-HA   ,1,20,104,"نَحْنُ أَعْلَمُ بِمَا يَقُولُونَ إِذْ يَقُولُ أَمْثَلُهُمْ طَرِيقَةً إِنْ لَبِثْتُمْ إِلَّا يَوْمًا"
ويسلونك عن الجبال فقل ينسفها ربي نسفا , طه , TA-HA , TA-HA   ,1,20,105,"وَيَسْأَلُونَكَ عَنِ الْجِبَالِ فَقُلْ يَنْسِفُهَا رَبِّي نَسْفًا"
فيذرها قاعا صفصفا , طه , TA-HA , TA-HA   ,1,20,106,"فَيَذَرُهَا قَاعًا صَفْصَفًا"
لا ترى فيها عوجا ولا أمتا , طه , TA-HA , TA-HA   ,1,20,107,"لَا تَرَىٰ فِيهَا عِوَجًا وَلَا أَمْتًا"
 يومئذ يتبعون الداعي لا عوج له وخشعت الأصوات للرحمن فلا تسمع إلا همسا , طه , TA-HA , TA-HA   ,1,20,108,"يَوْمَئِذٍ يَتَّبِعُونَ الدَّاعِيَ لَا عِوَجَ لَهُ ۖ وَخَشَعَتِ الْأَصْوَاتُ لِلرَّحْمَٰنِ فَلَا تَسْمَعُ إِلَّا هَمْسًا"
يومئذ لا تنفع الشفعة إلا من أذن له الرحمن ورضي له قولا , طه , TA-HA , TA-HA   ,1,20,109,"يَوْمَئِذٍ لَا تَنْفَعُ الشَّفَاعَةُ إِلَّا مَنْ أَذِنَ لَهُ الرَّحْمَٰنُ وَرَضِيَ لَهُ قَوْلًا"
يعلم ما بين أيديهم وما خلفهم ولا يحيطون به علما , طه , TA-HA , TA-HA   ,1,20,110,"يَعْلَمُ مَا بَيْنَ أَيْدِيهِمْ وَمَا خَلْفَهُمْ وَلَا يُحِيطُونَ بِهِ عِلْمًا"
وعنت الوجوه للحي القيوم وقد خاب من حمل ظلما , طه , TA-HA , TA-HA   ,1,20,111,"وَعَنَتِ الْوُجُوهُ لِلْحَيِّ الْقَيُّومِ ۖ وَقَدْ خَابَ مَنْ حَمَلَ ظُلْمًا"
ومن يعمل من الصلحت وهو مؤمن فلا يخاف ظلما ولا هضما , طه , TA-HA , TA-HA   ,1,20,112,"وَمَنْ يَعْمَلْ مِنَ الصَّالِحَاتِ وَهُوَ مُؤْمِنٌ فَلَا يَخَافُ ظُلْمًا وَلَا هَضْمًا"
 وكذلك أنزلنه قرءانا عربيا وصرفنا فيه من الوعيد لعلهم يتقون أو يحدث لهم ذكرا , طه , TA-HA , TA-HA   ,1,20,113,"وَكَذَٰلِكَ أَنْزَلْنَاهُ قُرْآنًا عَرَبِيًّا وَصَرَّفْنَا فِيهِ مِنَ الْوَعِيدِ لَعَلَّهُمْ يَتَّقُونَ أَوْ يُحْدِثُ لَهُمْ ذِكْرًا"
فتعلى الله الملك الحق ولا تعجل بالقرءان من قبل أن يقضى إليك وحيه وقل رب زدني علما  , طه , TA-HA , TA-HA   ,1,20,114,"فَتَعَالَى اللَّهُ الْمَلِكُ الْحَقُّ ۗ وَلَا تَعْجَلْ بِالْقُرْآنِ مِنْ قَبْلِ أَنْ يُقْضَىٰ إِلَيْكَ وَحْيُهُ ۖ وَقُلْ رَبِّ زِدْنِي عِلْمًا"
ولقد عهدنا إلى ءادم من قبل فنسي ولم نجد له عزما , طه , TA-HA , TA-HA   ,1,20,115,"وَلَقَدْ عَهِدْنَا إِلَىٰ آدَمَ مِنْ قَبْلُ فَنَسِيَ وَلَمْ نَجِدْ لَهُ عَزْمًا"
 وإذ قلنا للملئكة اسجدوا لأدم فسجدوا إلا إبليس أبى , طه , TA-HA , TA-HA   ,1,20,116,"وَإِذْ قُلْنَا لِلْمَلَائِكَةِ اسْجُدُوا لِآدَمَ فَسَجَدُوا إِلَّا إِبْلِيسَ أَبَىٰ"
فقلنا يأدم إن هذا عدو لك ولزوجك فلا يخرجنكما من الجنة فتشقى , طه , TA-HA , TA-HA   ,1,20,117,"فَقُلْنَا يَا آدَمُ إِنَّ هَٰذَا عَدُوٌّ لَكَ وَلِزَوْجِكَ فَلَا يُخْرِجَنَّكُمَا مِنَ الْجَنَّةِ فَتَشْقَىٰ"
 إن لك ألا تجوع فيها ولا تعرى , طه , TA-HA , TA-HA   ,1,20,118,"إِنَّ لَكَ أَلَّا تَجُوعَ فِيهَا وَلَا تَعْرَىٰ"
وأنك لا تظمؤا فيها ولا تضحى , طه , TA-HA , TA-HA   ,1,20,119,"وَأَنَّكَ لَا تَظْمَأُ فِيهَا وَلَا تَضْحَىٰ"
فوسوس إليه الشيطن قال يأدم هل أدلك على شجرة الخلد وملك لا يبلى , طه , TA-HA , TA-HA   ,1,20,120,"فَوَسْوَسَ إِلَيْهِ الشَّيْطَانُ قَالَ يَا آدَمُ هَلْ أَدُلُّكَ عَلَىٰ شَجَرَةِ الْخُلْدِ وَمُلْكٍ لَا يَبْلَىٰ"
فأكلا منها فبدت لهما سوءتهما وطفقا يخصفان عليهما من ورق الجنة وعصى ءادم ربه فغوى , طه , TA-HA , TA-HA   ,1,20,121,"فَأَكَلَا مِنْهَا فَبَدَتْ لَهُمَا سَوْآتُهُمَا وَطَفِقَا يَخْصِفَانِ عَلَيْهِمَا مِنْ وَرَقِ الْجَنَّةِ ۚ وَعَصَىٰ آدَمُ رَبَّهُ فَغَوَىٰ"
ثم اجتبه ربه فتاب عليه وهدى , طه , TA-HA , TA-HA   ,1,20,122,"ثُمَّ اجْتَبَاهُ رَبُّهُ فَتَابَ عَلَيْهِ وَهَدَىٰ"
قال اهبطا منها جميعا بعضكم لبعض عدو فإما يأتينكم مني هدى فمن اتبع هداي فلا يضل ولا يشقى , طه , TA-HA , TA-HA   ,1,20,123,"قَالَ اهْبِطَا مِنْهَا جَمِيعًا ۖ بَعْضُكُمْ لِبَعْضٍ عَدُوٌّ ۖ فَإِمَّا يَأْتِيَنَّكُمْ مِنِّي هُدًى فَمَنِ اتَّبَعَ هُدَايَ فَلَا يَضِلُّ وَلَا يَشْقَىٰ"
 ومن أعرض عن ذكري فإن له معيشة ضنكا ونحشره يوم القيمة أعمى , طه , TA-HA , TA-HA   ,1,20,124,"وَمَنْ أَعْرَضَ عَنْ ذِكْرِي فَإِنَّ لَهُ مَعِيشَةً ضَنْكًا وَنَحْشُرُهُ يَوْمَ الْقِيَامَةِ أَعْمَىٰ"
قال رب لم حشرتني أعمى وقد كنت بصيرا , طه , TA-HA , TA-HA   ,1,20,125,"قَالَ رَبِّ لِمَ حَشَرْتَنِي أَعْمَىٰ وَقَدْ كُنْتُ بَصِيرًا"
قال كذلك أتتك ءايتنا فنسيتها وكذلك اليوم تنسى , طه , TA-HA , TA-HA   ,1,20,126,"قَالَ كَذَٰلِكَ أَتَتْكَ آيَاتُنَا فَنَسِيتَهَا ۖ وَكَذَٰلِكَ الْيَوْمَ تُنْسَىٰ"
 وكذلك نجزي من أسرف ولم يؤمن بأيت ربه ولعذاب الأخرة أشد وأبقى  , طه , TA-HA , TA-HA   ,1,20,127,"وَكَذَٰلِكَ نَجْزِي مَنْ أَسْرَفَ وَلَمْ يُؤْمِنْ بِآيَاتِ رَبِّهِ ۚ وَلَعَذَابُ الْآخِرَةِ أَشَدُّ وَأَبْقَىٰ"
أفلم يهد لهم كم أهلكنا قبلهم من القرون يمشون في مسكنهم إن في ذلك لأيت لأولي النهى , طه , TA-HA , TA-HA   ,1,20,128,"أَفَلَمْ يَهْدِ لَهُمْ كَمْ أَهْلَكْنَا قَبْلَهُمْ مِنَ الْقُرُونِ يَمْشُونَ فِي مَسَاكِنِهِمْ ۗ إِنَّ فِي ذَٰلِكَ لَآيَاتٍ لِأُولِي النُّهَىٰ"
 ولولا كلمة سبقت من ربك لكان لزاما وأجل مسمى , طه , TA-HA , TA-HA   ,1,20,129,"وَلَوْلَا كَلِمَةٌ سَبَقَتْ مِنْ رَبِّكَ لَكَانَ لِزَامًا وَأَجَلٌ مُسَمًّى"
فاصبر على ما يقولون وسبح بحمد ربك قبل طلوع الشمس وقبل غروبها ومن آناى اليل فسبح وأطراف النهار لعلك ترضى  , طه , TA-HA , TA-HA   ,1,20,130,"فَاصْبِرْ عَلَىٰ مَا يَقُولُونَ وَسَبِّحْ بِحَمْدِ رَبِّكَ قَبْلَ طُلُوعِ الشَّمْسِ وَقَبْلَ غُرُوبِهَا ۖ وَمِنْ آنَاءِ اللَّيْلِ فَسَبِّحْ وَأَطْرَافَ النَّهَارِ لَعَلَّكَ تَرْضَىٰ"
ولا تمدن عينيك إلى ما متعنا به أزوجا منهم زهرة الحيوة الدنيا لنفتنهم فيه ورزق ربك خير وأبقى , طه , TA-HA , TA-HA   ,1,20,131,"وَلَا تَمُدَّنَّ عَيْنَيْكَ إِلَىٰ مَا مَتَّعْنَا بِهِ أَزْوَاجًا مِنْهُمْ زَهْرَةَ الْحَيَاةِ الدُّنْيَا لِنَفْتِنَهُمْ فِيهِ ۚ وَرِزْقُ رَبِّكَ خَيْرٌ وَأَبْقَىٰ"
وأمر أهلك بالصلوة واصطبر عليها لا نسلك رزقا نحن نرزقك والعقبة للتقوى , طه , TA-HA , TA-HA   ,1,20,132,"وَأْمُرْ أَهْلَكَ بِالصَّلَاةِ وَاصْطَبِرْ عَلَيْهَا ۖ لَا نَسْأَلُكَ رِزْقًا ۖ نَحْنُ نَرْزُقُكَ ۗ وَالْعَاقِبَةُ لِلتَّقْوَىٰ"
 وقالوا لولا يأتينا بآية من ربه أولم تأتهم بينة ما في الصحف الأولى , طه , TA-HA , TA-HA   ,1,20,133,"وَقَالُوا لَوْلَا يَأْتِينَا بِآيَةٍ مِنْ رَبِّهِ ۚ أَوَلَمْ تَأْتِهِمْ بَيِّنَةُ مَا فِي الصُّحُفِ الْأُولَىٰ"
ولو أنا أهلكنهم بعذاب من قبله لقالوا ربنا لولا أرسلت إلينا رسولا فنتبع ءايتك من قبل أن نذل ونخزى , طه , TA-HA , TA-HA   ,1,20,134,"وَلَوْ أَنَّا أَهْلَكْنَاهُمْ بِعَذَابٍ مِنْ قَبْلِهِ لَقَالُوا رَبَّنَا لَوْلَا أَرْسَلْتَ إِلَيْنَا رَسُولًا فَنَتَّبِعَ آيَاتِكَ مِنْ قَبْلِ أَنْ نَذِلَّ وَنَخْزَىٰ"
قل كل متربص فتربصوا فستعلمون من أصحب الصرط السوي ومن اهتدى , طه , TA-HA , TA-HA   ,1,20,135,"قُلْ كُلٌّ مُتَرَبِّصٌ فَتَرَبَّصُوا ۖ فَسَتَعْلَمُونَ مَنْ أَصْحَابُ الصِّرَاطِ السَّوِيِّ وَمَنِ اهْتَدَىٰ"
اقترب للناس حسابهم وهم في غفلة معرضون , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,1,"بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ اقْتَرَبَ لِلنَّاسِ حِسَابُهُمْ وَهُمْ فِي غَفْلَةٍ مُعْرِضُونَ"
ما يأتيهم من ذكر من ربهم محدث إلا استمعوه وهم يلعبون , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,2,"مَا يَأْتِيهِمْ مِنْ ذِكْرٍ مِنْ رَبِّهِمْ مُحْدَثٍ إِلَّا اسْتَمَعُوهُ وَهُمْ يَلْعَبُونَ"
لاهية قلوبهم وأسروا النجوى الذين ظلموا هل هذا إلا بشر مثلكم أفتأتون السحر وأنتم تبصرون , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,3,"لَاهِيَةً قُلُوبُهُمْ ۗ وَأَسَرُّوا النَّجْوَى الَّذِينَ ظَلَمُوا هَلْ هَٰذَا إِلَّا بَشَرٌ مِثْلُكُمْ ۖ أَفَتَأْتُونَ السِّحْرَ وَأَنْتُمْ تُبْصِرُونَ"
قال ربي يعلم القول في السماء والأرض وهو السميع العليم , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,4,"قَالَ رَبِّي يَعْلَمُ الْقَوْلَ فِي السَّمَاءِ وَالْأَرْضِ ۖ وَهُوَ السَّمِيعُ الْعَلِيمُ"
 بل قالوا أضغث أحلم بل افتريه بل هو شاعر فليأتنا بآية كما أرسل الأولون , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,5,"بَلْ قَالُوا أَضْغَاثُ أَحْلَامٍ بَلِ افْتَرَاهُ بَلْ هُوَ شَاعِرٌ فَلْيَأْتِنَا بِآيَةٍ كَمَا أُرْسِلَ الْأَوَّلُونَ"
ما ءامنت قبلهم من قرية أهلكنها أفهم يؤمنون , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,6,"مَا آمَنَتْ قَبْلَهُمْ مِنْ قَرْيَةٍ أَهْلَكْنَاهَا ۖ أَفَهُمْ يُؤْمِنُونَ"
وما أرسلنا قبلك إلا رجالا نوحي إليهم فسلوا أهل الذكر إن كنتم لا تعلمون , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,7,"وَمَا أَرْسَلْنَا قَبْلَكَ إِلَّا رِجَالًا نُوحِي إِلَيْهِمْ ۖ فَاسْأَلُوا أَهْلَ الذِّكْرِ إِنْ كُنْتُمْ لَا تَعْلَمُونَ"
وما جعلنهم جسدا لا يأكلون الطعام وما كانوا خلدين , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,8,"وَمَا جَعَلْنَاهُمْ جَسَدًا لَا يَأْكُلُونَ الطَّعَامَ وَمَا كَانُوا خَالِدِينَ"
ثم صدقنهم الوعد فأنجينهم ومن نشاء وأهلكنا المسرفين , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,9,"ثُمَّ صَدَقْنَاهُمُ الْوَعْدَ فَأَنْجَيْنَاهُمْ وَمَنْ نَشَاءُ وَأَهْلَكْنَا الْمُسْرِفِينَ"
لقد أنزلنا إليكم كتبا فيه ذكركم أفلا تعقلون , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,10,"لَقَدْ أَنْزَلْنَا إِلَيْكُمْ كِتَابًا فِيهِ ذِكْرُكُمْ ۖ أَفَلَا تَعْقِلُونَ"
 وكم قصمنا من قرية كانت ظالمة وأنشأنا بعدها قوما ءاخرين , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,11,"وَكَمْ قَصَمْنَا مِنْ قَرْيَةٍ كَانَتْ ظَالِمَةً وَأَنْشَأْنَا بَعْدَهَا قَوْمًا آخَرِينَ"
فلما أحسوا بأسنا إذا هم منها يركضون , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,12,"فَلَمَّا أَحَسُّوا بَأْسَنَا إِذَا هُمْ مِنْهَا يَرْكُضُونَ"
لا تركضوا وارجعوا إلى ما أترفتم فيه ومسكنكم لعلكم تسلون , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,13,"لَا تَرْكُضُوا وَارْجِعُوا إِلَىٰ مَا أُتْرِفْتُمْ فِيهِ وَمَسَاكِنِكُمْ لَعَلَّكُمْ تُسْأَلُونَ"
قالوا يويلنا إنا كنا ظلمين , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,14,"قَالُوا يَا وَيْلَنَا إِنَّا كُنَّا ظَالِمِينَ"
فما زالت تلك دعويهم حتى جعلنهم حصيدا خمدين , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,15,"فَمَا زَالَتْ تِلْكَ دَعْوَاهُمْ حَتَّىٰ جَعَلْنَاهُمْ حَصِيدًا خَامِدِينَ"
وما خلقنا السماء والأرض وما بينهما لعبين , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,16,"وَمَا خَلَقْنَا السَّمَاءَ وَالْأَرْضَ وَمَا بَيْنَهُمَا لَاعِبِينَ"
لو أردنا أن نتخذ لهوا لاتخذنه من لدنا إن كنا فعلين  , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,17,"لَوْ أَرَدْنَا أَنْ نَتَّخِذَ لَهْوًا لَاتَّخَذْنَاهُ مِنْ لَدُنَّا إِنْ كُنَّا فَاعِلِينَ"
 بل نقذف بالحق على البطل فيدمغه فإذا هو زاهق ولكم الويل مما تصفون , الأنبياء , AL-ANBIYA , LES PROPHÈTES  ,1,21,18,"بَلْ نَقْذِفُ بِالْحَقِّ عَلَى الْبَاطِلِ فَيَدْمَغُهُ فَإِذَا هُوَ زَاهِقٌ ۚ وَلَكُمُ الْوَيْلُ مِمَّا تَصِفُونَ"
